id,price
0,6.885949999999997
1,6.904390000000002
2,8.225689999999998
3,6.751429999999996
4,7.735949999999995
5,8.549239999999996
6,6.467809999999997
7,8.466700000000005
8,7.833770000000003
9,7.596699999999995
10,7.195369999999996
11,7.194470000000011
12,8.441230000000003
13,6.253470000000001
14,6.744650000000003
15,6.3391899999999985
16,7.82126
17,8.298070000000001
18,9.294579999999995
19,6.57428
20,7.7273400000000025
21,6.333159999999997
22,8.671020000000006
23,9.664119999999992
24,6.945830000000006
25,8.449919999999997
26,7.958150000000004
27,8.660059999999994
28,8.611220000000005
29,9.477869999999996
30,8.46159
31,7.133090000000002
32,8.113119999999995
33,7.347219999999993
34,7.540139999999997
35,7.439077499999997
36,8.275830000000003
37,8.726100000000008
38,6.341149999999996
39,6.178460000000004
40,6.610580000000006
41,8.188810000000004
42,6.346010000000002
43,8.419889999999995
44,7.39623
45,9.259560000000002
46,8.1308
47,8.849639999999999
48,8.657920000000004
49,6.71134
50,6.951620000000003
51,6.535170000000001
52,9.047610000000002
53,8.905479999999999
54,7.749369999999998
55,8.303259999999998
56,8.817710000000003
57,7.972460000000005
58,6.9093700000000045
59,8.39988
60,8.446390000000001
61,9.428629999999998
62,6.970179999999994
63,8.343599999999991
64,8.464549999999997
65,6.692610000000005
66,7.405209999999999
67,9.199399999999995
68,7.569109999999998
69,9.666269999999995
70,8.887169999999998
71,6.798370000000005
72,7.800420000000003
73,6.45176
74,9.26580000000001
75,8.956809999999997
76,7.608860000000002
77,6.438790000000004
78,9.276499999999997
79,7.469700000000009
80,9.288220000000004
81,8.27489999999999
82,7.120569999999997
83,8.811420000000007
84,8.385000000000005
85,7.562729999999993
86,8.04437
87,8.75479
88,8.366070000000004
89,7.336630000000005
90,7.218539999999997
91,8.88328
92,8.574550000000007
93,7.373629999999995
94,6.3507700000000025
95,9.478170000000006
96,8.340770000000003
97,6.70673
98,9.102810000000003
99,6.304909999999993
100,7.716389999999995
101,9.196369999999996
102,9.32943
103,7.6758500000000005
104,8.914239999999994
105,7.975700000000002
106,6.828989999999997
107,8.54701
108,7.543490000000005
109,8.987789999999995
110,9.507609999999998
111,7.659449999999993
112,6.700939999999998
113,6.2238599999999895
114,8.809409999999994
115,6.891950000000003
116,8.010149999999992
117,7.258439999999996
118,6.057400000000001
119,8.427029999999993
120,7.544419999999991
121,8.909569999999997
122,8.814310000000003
123,6.83522
124,7.071800000000004
125,8.89333000000001
126,6.619750000000005
127,8.504740000000002
128,7.727620000000003
129,8.679540000000003
130,8.379259999999999
131,8.954539999999996
132,8.081440000000004
133,9.552530000000004
134,6.84848
135,9.060430000000007
136,7.265789999999995
137,8.82412
138,6.79056
139,6.078660000000002
140,9.552672000000006
141,8.43579
142,6.778299999999998
143,8.142250000000011
144,8.348219999999998
145,9.166640000000001
146,7.84113
147,6.787429999999995
148,7.519490000000003
149,7.771613333333338
150,7.686649999999999
151,6.937810000000002
152,7.521730000000006
153,7.51587
154,7.942870000000002
155,7.292849999999998
156,9.455060000000001
157,8.376910000000004
158,6.567319999999996
159,8.080290000000002
160,7.720490000000003
161,8.356729999999997
162,8.840862857142854
163,7.070229999999998
164,6.527419999999999
165,7.3764299999999965
166,8.805290000000007
167,7.933179999999998
168,6.388040000000002
169,6.902900000000006
170,7.651980000000002
171,8.651519999999994
172,8.327480000000001
173,8.605260000000005
174,7.698670000000001
175,6.923240000000001
176,6.614160000000003
177,8.072929999999994
178,6.649770000000002
179,7.287067500000005
180,8.775739999999994
181,7.69085
182,7.407959999999997
183,7.533129999999995
184,6.986400000000002
185,6.3062999999999905
186,9.330339999999993
187,7.8435099999999975
188,7.216619999999998
189,6.651810000000006
190,6.0023800000000005
191,6.563279999999992
192,7.149629999999999
193,6.923319999999998
194,7.0870499999999925
195,8.455830000000002
196,8.585870000000003
197,8.154720000000003
198,7.173170000000003
199,6.60631999999999
200,6.675179999999997
201,8.706100000000003
202,5.972079999999997
203,6.544850000000001
204,6.443159999999995
205,8.902540000000002
206,9.65226
207,7.5229399999999895
208,9.161429999999996
209,7.186189999999993
210,7.904730000000003
211,6.406149999999996
212,8.34149000000001
213,6.197100000000002
214,6.618670000000002
215,6.999899999999997
216,6.515589999999988
217,6.817020000000001
218,9.323470000000004
219,8.447660000000003
220,6.796828424242425
221,9.251199999999997
222,7.687469999999999
223,6.650889999999997
224,9.140130000000006
225,8.397610000000004
226,8.673870000000004
227,8.419709999999991
228,8.464100000000007
229,8.48379
230,9.228980000000016
231,7.514329999999996
232,7.811369999999995
233,8.06371
234,7.10735
235,7.572389999999995
236,6.7270300000000125
237,6.768549999999993
238,6.303360000000001
239,8.518589999999996
240,7.93588
241,6.442479999999997
242,9.617909999999997
243,8.050880000000001
244,7.510509999999996
245,7.571700000000003
246,6.6347299999999985
247,7.078479999999996
248,7.991170000000007
249,7.272100000000007
250,8.415980000000005
251,8.236300000000005
252,6.782389999999996
253,8.590850000000007
254,9.707590000000005
255,7.702709999999995
256,7.5616200000000005
257,8.177600000000002
258,7.911679999999997
259,7.13655
260,8.589120000000001
261,6.051170000000002
262,8.294949999999998
263,7.658329999999996
264,6.719509999999998
265,9.57374
266,6.491800000000003
267,6.651075000000005
268,6.331899999999998
269,9.090360000000002
270,8.694530000000002
271,6.164020000000005
272,7.462919999999996
273,8.024160000000006
274,6.221809999999998
275,8.958240000000005
276,8.303880000000005
277,8.514539999999993
278,7.828489999999991
279,9.272810000000003
280,8.39363
281,8.902850000000003
282,7.777900000000003
283,6.733870000000011
284,8.987050000000004
285,8.499899999999998
286,7.416240000000003
287,8.715210000000004
288,6.40117999999999
289,6.075919999999999
290,9.04033
291,8.53621
292,8.087510000000002
293,8.87654
294,8.13625
295,7.4867999999999935
296,7.420829999999999
297,8.645190000000007
298,9.15155
299,9.23073000000001
300,8.647660000000005
301,8.7917
302,5.990909999999994
303,6.798739999999994
304,7.843199999999999
305,9.674969999999998
306,6.98462
307,9.466550000000002
308,7.7412999999999945
309,6.718370000000001
310,8.64295
311,7.54629000000001
312,6.615270000000002
313,7.792260000000004
314,9.436127999999997
315,6.081990000000002
316,6.211649999999996
317,8.613189999999992
318,6.410988333333327
319,8.342479999999997
320,8.777759999999992
321,7.920690000000002
322,8.895649999999996
323,6.988629999999995
324,7.341201666666666
325,8.743909999999994
326,8.38918
327,7.373589999999996
328,7.8425799999999946
329,9.24708
330,8.45953000000001
331,6.698480000000005
332,8.847380000000001
333,6.126819999999997
334,9.753680000000001
335,6.056749999999998
336,6.401379999999985
337,7.853690000000001
338,8.306150000000002
339,9.208859999999998
340,7.081859999999995
341,6.585769999999999
342,7.259089999999997
343,8.264209999999997
344,9.638570000000009
345,6.498560000000003
346,6.068209999999998
347,7.388319999999997
348,6.568979999999998
349,6.403429999999995
350,6.110650000000006
351,9.611339999999997
352,7.176520000000003
353,6.830339999999998
354,7.190666333333334
355,8.271
356,6.170270000000001
357,7.135449999999995
358,6.170459999999995
359,6.656490000000002
360,8.26666
361,8.394039999999997
362,6.6032999999999955
363,6.406369999999998
364,6.968299999999998
365,8.595970000000003
366,9.5339
367,8.404030000000004
368,7.898389999999999
369,7.7465100000000096
370,9.28839
371,8.826339999999993
372,8.60678666666667
373,7.248180000000001
374,7.536680000000003
375,8.019550000000006
376,6.63999999999999
377,8.753290000000002
378,7.821330000000002
379,6.855470000000001
380,9.633510000000003
381,8.278690000000001
382,8.51446
383,6.863309999999998
384,7.314399999999997
385,6.932769999999994
386,6.625299999999993
387,7.951670000000006
388,8.56733
389,8.538570000000004
390,8.690400000000007
391,6.753130000000002
392,8.55441
393,8.677449999999999
394,9.319519999999992
395,8.922040000000006
396,9.721890000000009
397,6.712649999999991
398,9.103240000000007
399,7.6563599999999985
400,7.589399999999995
401,9.164699999999995
402,6.747669999999996
403,7.803150000000009
404,8.473630000000004
405,8.22984
406,9.442320000000002
407,9.65559
408,7.234724999999997
409,6.727430000000011
410,9.66083
411,9.673500000000004
412,8.174959999999997
413,8.694909999999997
414,7.644370000000008
415,8.33846
416,8.617160000000005
417,8.084250000000003
418,8.431470000000001
419,8.608980000000004
420,9.195869999999992
421,7.81483
422,6.585819999999997
423,6.230009999999997
424,6.373169999999996
425,9.690019999999993
426,9.275290000000002
427,9.641989999999998
428,6.620669999999993
429,7.7889100000000004
430,6.592889999999998
431,7.5756389999999945
432,8.237240000000007
433,9.20776
434,8.87087000000001
435,6.693099999999994
436,6.628750000000001
437,6.940430000000005
438,6.690420000000007
439,6.973600000000001
440,7.58604
441,7.534410000000003
442,8.913840000000004
443,9.215829999999999
444,8.903473999999994
445,6.402290000000002
446,6.362779999999997
447,6.975480000000001
448,7.434500000000002
449,6.077170000000004
450,7.3305099999999905
451,6.786869999999998
452,8.805295000000008
453,6.835089999999993
454,5.973989999999999
455,8.415470000000003
456,6.74476
457,8.617760000000002
458,8.43346
459,7.804279999999992
460,8.775379999999998
461,8.650369999999997
462,9.70709999999999
463,6.6803700000000035
464,8.502070000000003
465,6.8983500000000015
466,6.852959999999997
467,6.629120000000006
468,8.015069999999996
469,9.39596000000001
470,8.808210000000004
471,9.213620000000011
472,8.944850000000006
473,9.684280000000006
